"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa05231","hsa05231","Choline metabolism in cancer",0.0146058927222362,"99/8843",0.00410520780723359,1.78840892608171,0.0105519417321794,"207/208/1606/1607/8527/8526/160851/9162/8525/1950/1956/8681/3845/5604/5605/5602/2475/4893/5130/9468/56034/80310/5156/5290/5291/5295/5296/8503/8394/8395/23396/5321/123745/255189/5335/5578/5579/5900/6198/6582/23446/57153/80736/204962/6654/6667/10810/56261/2885/5293/5599/5159/5894/8936/10163/126969/7248/8605",58
"hsa04911","hsa04911","Insulin secretion",0.0128431125661043,"86/8843",0.00491479140269296,1.71525978372284,0.0124876732554812,"6833/107/108/109/111/112/114/115/1388/476/477/480/481/23439/775/776/816/817/885/886/1385/90993/64764/148327/9586/2645/2776/2778/3710/3778/3779/3780/3781/3782/157855/27445/23236/5331/5567/5578/5579/11069/9699/6262/6513/6804/482/818/113/10242/5332",51
"hsa04924","hsa04924","Renin secretion",0.0105766809367917,"69/8843",0.00539616740035973,1.67964287922882,0.0135549659578414,"1636/111/112/134/155/183/358/775/776/1179/22802/1385/1908/1909/2770/2771/2773/2776/2778/2977/3708/3709/3710/3778/84876/5136/5153/5137/5139/5140/23236/5331/5532/5567/5732/5734/1508/4878/5332/153/185/801",42
"hsa04710","hsa04710","Circadian rhythm",0.00579199194157643,"34/8843",0.00621229144176135,1.62338380574404,0.0154297008015362,"8945/1385/1407/1408/1453/1454/8454/26224/23291/4862/5562/5563/5571/6095/6096/6097/5187/9575/9572/9975/8864/1628/51422",23
"hsa02010","hsa02010","ABC transporters",0.00730294636111811,"45/8843",0.0064024893199475,1.61513926775646,0.0157254123647833,"19/10349/26154/154664/20/21/24/23461/5243/340273/22/4363/8714/10057/6833/10060/215/225/5825/9619/9429/64241/1080/6891/5244/11194/6890/64240/23456",29
"hsa04330","hsa04330","Notch signaling pathway",0.00956937799043062,"62/8843",0.00676241599930578,1.59864073599702,0.0163343017588639,"83464/6310/9541/1387/1488/10683/113878/196403/23220/1856/1857/2033/3065/23493/182/3714/3955/9794/84441/55534/9612/4851/4853/8650/3516/23013/7089/7090/7091/1855/3066/83737/4854/5664/7088/1487/8850/23385",38
"hsa04930","hsa04930","Type II diabetes mellitus",0.00755477209770839,"47/8843",0.00684699185176143,1.59864073599702,0.0163343017588639,"6833/773/774/775/776/777/2645/3098/3099/3551/3643/8660/5602/2475/5290/5291/5295/5296/8503/5313/5590/6517/8835/3101/5293/5581/8913/5599/5315/5580",30
"hsa04727","hsa04727","GABAergic synapse",0.0130949383026945,"89/8843",0.00687207409712202,1.59864073599702,0.0163343017588639,"18/107/108/109/111/112/114/115/773/774/775/776/2550/9568/2555/2557/2558/2559/2560/2561/2562/2564/2565/2566/2567/55879/2570/2571/2572/2744/2770/2771/2773/2775/10681/55970/3763/4905/5334/5567/5578/5579/57468/140679/81539/6529/6538/6539/66008/59345/113/2782",52
"hsa05030","hsa05030","Cocaine addiction",0.00780659783429867,"49/8843",0.00727445024138005,1.57857329703952,0.0171067698845444,"111/1388/627/1385/90993/64764/148327/9586/1644/1742/1813/2354/2770/2771/2773/2778/26086/2891/2902/2903/2904/116443/2912/2913/4790/5173/5567/5970/8787/6570/6571",31
"hsa04726","hsa04726","Serotonergic synapse",0.0163686728783682,"115/8843",0.00776720412594275,1.55470450751936,0.0180732727584263,"111/239/242/240/673/773/774/775/776/1558/260293/1644/2560/2561/2562/2770/2771/2773/2775/2776/2778/10681/55970/3354/3356/3357/3358/9177/285242/3361/3362/3363/3708/3709/3710/8681/3751/3760/3762/3763/3765/3781/3845/5604/4893/5321/123745/255189/23236/5331/5567/5578/5579/5742/10411/6570/6571/7220/59345/2782/3360/5332/5894/6532/8605",65
"hsa05100","hsa05100","Bacterial invasion of epithelial cells",0.0115839838831529,"78/8843",0.00845457946991463,1.5224248433478,0.0194677816741455,"10096/79658/26084/9564/858/859/867/998/999/1211/1213/8218/1495/1496/1499/1759/1785/9844/63916/2549/3059/3611/3678/5290/5291/5295/5296/8503/5829/387/399694/7414/8976/857/29119/2017/3688/5293/25759/60/71/26052/8936/10163/5747/2335",46
"hsa05225","hsa05225","Hepatocellular carcinoma",0.0231679677663057,"170/8843",0.00928639932949684,1.48617000020936,0.021162711439982,"207/208/324/10297/8289/57492/196528/8312/8313/598/673/1029/1499/8110/1856/1857/1871/1956/2535/8323/2549/2932/2946/3480/3481/3845/51176/4041/4040/5604/5605/2475/4609/4780/4893/55193/5290/5291/5295/5296/8503/5335/5336/51426/5578/5579/5728/5925/6198/399694/4087/4088/4089/6597/6603/6604/6654/6932/83439/6934/7040/7042/7046/7048/7157/7296/10587/7471/51384/7472/7482/7473/54361/7474/7476/7479/7483/7484/122011/2885/9817/5293/25759/60/71/581/1855/2002/5894/7481/1452/6599",92
"hsa04670","hsa04670","Leukocyte transendothelial migration",0.0163686728783682,"116/8843",0.010028316379019,1.45724366982879,0.0226202625090653,"87/81/2909/394/9564/83692/998/9071/1495/1496/1499/7852/7430/50848/2770/2771/2773/3383/3676/3684/3702/83700/6300/4478/653361/4689/100506658/5290/5291/5295/5296/8503/5335/5336/5578/5579/2185/5829/10411/11069/83593/387/6093/9475/7408/7409/7410/7414/51208/29119/1500/3688/4313/5293/5781/10451/60/71/9074/3689/5600/1003/149461/9073/5747",65
"hsa04720","hsa04720","Long-term potentiation",0.0100730294636112,"67/8843",0.010299068391894,1.45008287347833,0.022996324957977,"107/114/673/775/816/817/814/1387/2033/2776/2890/2891/2902/2903/2904/2911/2915/3708/3709/3710/3845/5604/5605/4893/23236/5331/5499/5532/5567/5578/5579/10411/6195/6196/27330/818/5332/5894/6197/801",40
"hsa05218","hsa05218","Melanoma",0.010828506673382,"73/8843",0.0109930729594096,1.4261265106798,0.0243004770681687,"207/208/673/999/1029/1871/1950/1956/2246/2255/8823/2247/26281/8074/2248/2250/2254/2260/3479/3480/3845/5604/5605/4193/4286/4893/56034/80310/5156/5290/5291/5295/5296/8503/51426/5728/5925/7157/5293/581/2252/5159/5894",43
"hsa05212","hsa05212","Pancreatic cancer",0.0113321581465626,"77/8843",0.0113791420457584,1.41545747603857,0.0249048444982728,"207/208/9459/598/673/675/998/1029/1871/1950/1956/2064/3551/3716/3845/5604/5602/2475/4790/5290/5291/5295/5296/8503/51426/5900/5925/5970/6198/4087/4088/4089/6772/7040/7042/7046/7048/7157/5293/581/5599/5894/10928/7422/5899",45
"hsa04721","hsa04721","Synaptic vesicle cycle",0.0115839838831529,"79/8843",0.0115508575334091,1.4132315654068,0.0250328181838588,"160/161/50617/9114/155066/525/245973/773/774/1211/1213/8218/10815/10814/1759/1785/4905/22999/57084/57030/6570/6571/6505/6506/6507/6511/6512/140679/6529/6538/6539/6536/6804/112755/2054/6809/6812/6857/23025/10497/440279/1173/245972/26052/6530/6532",46
"hsa04974","hsa04974","Protein digestion and absorption",0.0148577184588265,"105/8843",0.0127441749966663,1.37728510835888,0.0271929423578074,"59272/476/477/480/481/23439/23436/1301/1303/1305/80781/1310/1278/81578/91522/84570/136227/85301/340267/1282/1284/1285/1287/1288/1289/1290/1292/1293/256076/131873/1295/1297/1298/1299/1358/8645/3784/4224/4225/4311/5644/6564/117247/6505/6520/340024/6546/6543/6547/6550/482/7373/1308/206358/1306/1360/6519/10136/3769",59
"hsa04066","hsa04066","HIF-1 signaling pathway",0.0153613699320071,"109/8843",0.0127936319283399,1.37728510835888,0.0271929423578074,"207/208/284/285/51378/816/817/1027/1387/8453/1950/1956/54583/112398/112399/2033/2064/3098/3099/3460/3479/3480/3643/160287/4055/5604/5605/2475/4790/5211/5290/5291/5295/5296/8503/5335/5336/5578/5579/5970/6198/6513/7010/7018/7099/226/596/818/2321/3101/4846/5293/229/2027/3945/2872/4878/5163/7037/7422/5214",61
"hsa04370","hsa04370","VEGF signaling pathway",0.00906572651725006,"60/8843",0.0130989233362207,1.37119931971591,0.027576680707833,"207/208/998/8681/3845/5604/5605/6300/9261/7867/4773/4893/5290/5291/5295/5296/8503/5321/123745/255189/5335/5336/5532/5578/5579/5829/56848/4846/5293/25759/3791/5600/5894/7422/5747/8605",36
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation",0.0284563082347016,"215/8843",0.0135901284829357,1.35932792364087,0.0283408836287635,"107/108/109/111/112/114/115/155/196/207/208/367/1388/604/773/774/775/776/1136/1137/1141/1385/90993/64764/148327/9586/1543/1544/1545/10683/1950/1956/2052/2053/2099/2100/2255/8823/2247/26281/2248/2250/2254/2770/2771/2773/2778/2946/3320/9641/182/3717/688/3839/3840/23633/3845/5604/5605/2475/4609/4790/4853/4893/5241/5290/5291/5295/5296/8503/5567/5578/5579/10728/5925/5970/6195/6196/27330/6198/6256/6654/6777/8600/54659/54657/54579/54578/54577/54600/10941/79799/7365/10720/7366/54490/7363/7471/331/596/332/2885/5293/113/2252/54852/5465/5894/6197/6258/7364/7422/153",113
"hsa03250","hsa03250","Viral life cycle - HIV-1",0.00956937799043062,"64/8843",0.0137547679508628,1.35817613064894,0.0284161462831401,"27125/200315/9582/60489/636/23299/904/905/920/79643/11052/1387/7852/8178/22936/2033/9638/4130/4131/55201/4298/4300/7469/7936/11168/5903/6829/23534/85363/7251/7514/79869/5045/4599/27183/1234/8850/10015",38
"hsa04814","hsa04814","Motor proteins",0.0261898766053891,"197/8843",0.014901825962293,1.32742988950758,0.0305008133731143,"70/55860/10120/829/832/1062/1639/10540/8701/201625/8632/55567/1768/1769/27019/1780/51143/79659/51626/63971/23303/55614/81930/124602/547/23095/10749/9585/55605/23046/3835/347240/26153/55083/11004/9371/3797/3798/3799/221458/3833/3801/3831/4619/4628/4629/8735/79784/4620/4621/4627/4651/51168/23026/399687/84700/4430/4642/4643/4542/53904/140469/4644/4645/55930/4648/4649/4650/7139/7168/7169/7170/7846/7278/7277/79861/7280/347733/10381/10382/84617/25981/127602/4635/4647/7137/60/71/1778/1781/57576/146909/3834/3796/64837/147700/283446/4646/7171/112714/22989/80179/84790/55582",104
"hsa05214","hsa05214","Glioma",0.0110803324099723,"76/8843",0.0151943944253651,1.32298872305228,0.0308143199355545,"207/208/673/8536/57118/816/817/814/1029/1871/1950/1956/3479/3480/3845/5604/5605/4193/2475/4893/5156/5290/5291/5295/5296/8503/5335/5336/51426/5578/5579/5728/5925/399694/6654/7157/818/2885/5293/25759/581/5159/5894/801",44
